Year,Make,Model,used_or_new,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock,Mileage
2021,RAM,1500 Laramie,RAM Certified,"$55,500 ",4.8,92,Dealer,Dodge RAM of Burnsville,4.7,582,12101 I-35W Burnsville,MN,55337,Good,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT5MN566035,N68691A,36179
2020,Mazda,CX-5 Grand Touring,Used,"$33,875 ",4.9,140,Dealer,Luther Westside VW,4.7,5159,2370 Highway 100 S Minneapolis,MN,55416,Good,4.9,4.9,4.8,4.8,4.9,4.9,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM7L0844743,P30356A,13887
2021,Jeep,Cherokee Latitude Lux,Used,"$34,242 ",4.9,71,Dealer,Park Chrysler Jeep,4.7,871,1408 MN-13 Burnsville,MN,55337,Great,5,4.9,4.8,4.8,4.9,4.9,Four-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMMX5MD175398,UT69171A,14459
2017,Jeep,Renegade Trailhawk,Used,"$21,989 ",4.7,407,Dealer,Park Chrysler Jeep,4.7,871,1408 MN-13 Burnsville,MN,55337,Good,4.7,4.7,4.5,4.6,4.8,4.7,Four-wheel Drive,21,29,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,ZACCJBCB5HPF83867,UT69196A,66530
2018,BMW,X2 xDrive28i,Used,"$25,742 ",4.7,42,Dealer,RAVMOTORS,4.9,1083,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.6,4.7,4.7,4.5,4.9,4.5,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ5C31JEF72465,B205512S,33600
2020,Kia,Sorento LX,Used,"$24,397 ",4.7,76,Dealer,Hertz Car Sales Minneapolis,5,3,12750 W. Frontage Rd. Burnsville,MN,55337,Good,4.8,4.7,4.7,4.6,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC,5XYPGDA57LG613842,42307,64393
2021,Tesla,Model Y Performance,Used,"$73,605 ",4,15,Dealer,Audi Minneapolis,4.8,1100,9393 Wayzata Blvd Minneapolis,MN,55426,Good,4.1,4.2,4.3,3.7,4.2,3.8,All-wheel Drive,115,106,Electric,1-Speed Automatic,Electric,5YJYGDEF6MF257741,AM2485,14480
2016,Porsche,Cayenne Turbo S,Porsche Certified,"$93,990 ",4.8,39,Dealer,Porsche Minneapolis,4.9,312,9595 Wayzata Blvd Minneapolis,MN,55426,NA,4.9,4.8,4.9,4.5,4.9,4.9,All-wheel Drive,14,21,Gasoline,8-Speed Automatic,4.8L V8 32V GDI DOHC Twin Turbo,WP1AC2A24GLA86668,P109765,26075
2020,Land,Rover Range Rover Evoque S,Used,"$45,999 ",4.1,16,Dealer,Jaguar Land Rover Minneapolis,4.7,1032,8905 Wayzata Blvd Minneapolis,MN,55426,Great,4.6,4.5,3.7,3.7,4.7,3.5,All-wheel Drive,20,27,Gasoline,Automatic,I4,SALZJ2FX0LH084694,R945L,22593
2019,Toyota,RAV4 XLE Premium,Toyota Certified,"$36,795 ",4.6,444,Dealer,Rudy Luther Toyota,4.8,3416,8805 Wayzata Blvd Minneapolis,MN,55426,Good,4.6,4.6,4.4,4.4,4.7,4.6,All-wheel Drive,25,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,JTMA1RFVXKD023211,221217A,32460
2020,Land,Rover Range Rover Evoque S,Used,"$43,999 ",4.1,16,Dealer,Jaguar Land Rover Minneapolis,4.7,1032,8905 Wayzata Blvd Minneapolis,MN,55426,Great,4.6,4.5,3.7,3.7,4.7,3.5,All-wheel Drive,20,27,Gasoline,Automatic,I4,SALZJ2FXXLH040850,R911L,24649
2019,Mazda,CX-9 Touring,Used,"$32,499 ",5,52,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Great,5,4.9,4.9,5,5,4.9,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,JM3TCBCY3K0325317,12AQ542L,28220
2020,Mazda,CX-5 Grand Touring,Used,"$32,998 ",4.9,140,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Great,4.9,4.9,4.8,4.8,4.9,4.9,All-wheel Drive,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM3KFBDM5L1813937,12AQ742T,11754
2019,Honda,CR-V EX-L,Used,"$30,998 ",4.8,540,Dealer,Walser Honda,4.7,587,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,7FARW2H80KE016445,8BF536L,31012
2021,Mazda,CX-5 Touring,Used,"$31,898 ",4.8,85,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Great,4.8,4.8,4.8,4.7,4.8,4.8,All-wheel Drive,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM3KFBCM1M0423815,12AQ738L,10545
2020,Mazda,CX-9 Grand Touring,Used,"$39,998 ",4.8,32,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Great,4.8,4.8,4.7,4.7,4.9,4.9,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,JM3TCBDY6L0411382,12AQ741L,14256
2019,Honda,CR-V Touring,Used,"$29,599 ",4.8,540,Dealer,Walser Honda,4.7,587,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,5J6RW2H9XKL001432,8BF560T,69609
2015,Jeep,Grand Cherokee Limited,Used,"$25,498 ",4.8,296,Dealer,Morrie's Minnetonka Ford,4.4,485,13400 Wayzata Blvd Hopkins,MN,55305,Great,4.9,4.8,4.8,4.6,4.9,4.7,Four-wheel Drive,17,24,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG0FC237144,FP14211,52096
2017,Lexus,GX 460 Base,Used,"$37,672 ",4.3,39,Dealer,Rosedale Chevrolet,4.8,720,2845 Highway 35 W Roseville,MN,55113,Good,4.6,4.2,4.3,4.1,4.4,4.7,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX9H5164885,11344,81060
2017,Lexus,RX 350 350,Used,"$36,799 ",4.7,261,Dealer,Lexus of Wayzata,4.8,1862,16100 Wayzata Blvd Wayzata,MN,55391,Good,4.8,4.7,4.6,4.5,4.7,4.8,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2BZMCA9HC102727,L210857A,68291
2017,Lexus,GX 460 Base,Used,"$38,699 ",4.3,39,Dealer,Lexus of Wayzata,4.8,1862,16100 Wayzata Blvd Wayzata,MN,55391,Good,4.6,4.2,4.3,4.1,4.4,4.7,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FXXH5163423,L210938A,58617
2020,Lincoln,Aviator Reserve AWD,Used,"$59,998 ",4,88,Dealer,Walser Nissan Wayzata,4.5,483,15906 Wayzata Blvd Wayzata,MN,55391,Great,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 3.0 L/183,5LM5J7XC2LGL15785,14BX802P,10619
2017,BMW,X5 xDrive35i,Used,"$38,480 ",4.7,77,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.7,4.7,4.4,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C30H0V82910,B11679B,44624
2019,BMW,X5 xDrive40i,Used,"$55,780 ",4.7,55,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C55KLL06446,B11706A,32458
2019,BMW,330 i xDrive,BMW Certified,"$40,980 ",4.9,30,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.9,4.9,5,4.6,4.9,4.9,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C56KAJ84205,B11579C,18997
2020,Lexus,GX 460 Base,Used,"$56,999 ",4.9,22,Dealer,Lexus of Wayzata,4.8,1862,16100 Wayzata Blvd Wayzata,MN,55391,Good,5,4.9,4.9,4.8,5,5,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX6L5262556,RSL67,18715
2019,Lexus,RX 350 350,Used,"$48,599 ",4.8,102,Dealer,Lexus of Wayzata,4.8,1862,16100 Wayzata Blvd Wayzata,MN,55391,Good,4.8,4.8,4.8,4.6,4.9,4.8,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2BZMCA4KC199438,L210890A,13470
2020,Subaru,Ascent Touring 7-Passenger,Used,"$31,754 ",4.8,83,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.8,4.7,4.9,4.8,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD3L3445339,C206657S,47226
2009,Toyota,Sienna Limited,Used,"$11,998 ",4.6,42,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.6,4.5,4.5,4.5,4.4,4.7,All-wheel Drive,16,21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,5TDBK22C59S026884,C207710SC,95561
2021,RAM,1500 Laramie,Used,"$55,999 ",4.8,92,Dealer,Fury Motors Saint Paul,4.5,392,1000 Concord St S South St Paul,MN,55075,Good,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT1MN588517,Z13369,20120
2019,Honda,CR-V Touring,Used,"$31,495 ",4.8,540,Dealer,Luther Brookdale Honda,4.6,6139,6800 Brooklyn Blvd Minneapolis,MN,55429,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H96KE031587,RRP30499,31171
2020,RAM,1500 Laramie,Used,0,4.8,201,Dealer,Luther Brookdale Honda,4.6,6139,6800 Brooklyn Blvd Minneapolis,MN,55429,Good,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT9LN148205,P30664A,43675
2019,BMW,X5 xDrive40i,Used,"$56,699 ",4.7,55,Dealer,Morrie's Brooklyn Park Subaru,4.7,848,7885 Brooklyn Blvd Minneapolis,MN,55445,Good,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C53KLK84026,6U14488,13445
2019,Acura,RDX A-Spec,Acura Certified,"$43,495 ",4.3,217,Dealer,Buerkle Acura,4.9,1008,7925 Brooklyn Blvd Minneapolis,MN,55445,Good,4.6,4.5,4.2,4.1,4.6,4.2,All-wheel Drive,21,26,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC2H68KL000565,P5959,21717
2019,Honda,CR-V EX-L,Used,"$28,999 ",4.8,540,Dealer,Lexus of Maplewood,4.7,996,3000 US-61 Maplewood,MN,55109,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H80KE008250,PJR18137A,47033
2020,Lincoln,Aviator Reserve AWD,Used,"$54,995 ",4,88,Dealer,Friendly Chevrolet of Fridley,4.7,1035,7501 NE Highway 65 Fridley,MN,55432,Great,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC0LGL22623,14757PA,24226
2019,BMW,330 i xDrive,Used,"$34,790 ",4.9,30,Dealer,Porsche St. Paul,4.9,146,2490 W Maplewood Dr Maplewood,MN,55109,Good,4.9,4.9,5,4.6,4.9,4.9,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J54K8A26492,F2884B,49676
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Mercedes-Benz Certified,"$59,995 ",4.3,75,Dealer,Morrie's Mercedes Benz of St. Paul,4.7,255,2780 US-61 Maplewood,MN,55109,Good,4.6,4.6,4,3.9,4.6,4.1,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB8LA090938,8P11826,17596
2018,Ford,Escape SE,Used,"$19,999 ",4.7,578,Dealer,Lexus of Maplewood,4.7,996,3000 US-61 Maplewood,MN,55109,Great,4.8,4.7,4.7,4.6,4.8,4.8,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD6JUA06342,PAD18172,52820
2019,Honda,CR-V EX-L,Used,"$32,863 ",4.8,540,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H85KA009358,P291914,19456
2017,Cadillac,XT5 Luxury,Used,"$25,500 ",4.6,198,Dealer,"American Motors, Inc",5,2,20485 Chippendale Ave W Suite 1 Farmington,MN,55024,Great,4.7,4.7,4.6,4.4,4.8,4.6,All-wheel Drive,18,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS7HZ256756,61936333,55775
2019,Honda,CR-V Touring,Used,"$34,499 ",4.8,540,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H98KH642640,252888A,12200
2017,Toyota,RAV4 Limited,Used,"$28,995 ",4.8,591,Dealer,Luther Subaru of White Bear,4.7,5758,3505 Highway 61 Vadnais Heights,MN,55110,Great,4.8,4.7,4.7,4.7,4.8,4.9,All-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMDFREV6HJ167123,W21508,46254
2019,Honda,CR-V Touring,Honda Certified,"$35,386 ",4.8,540,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H92KL018970,252842A,13136
2019,Honda,Odyssey EX-L,Used,"$40,427 ",4.6,133,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.6,4.5,4.3,4.7,4.5,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XKB087087,P291876,31155
2016,BMW,535 i xDrive,Used,"$24,999 ",4.7,28,Dealer,White Bear Mitsubishi,4.9,1144,3400 Highway 61 White Bear Lake,MN,55110,Fair,4.8,4.7,4.7,4.4,4.7,4.7,All-wheel Drive,20,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5B3C57GG255896,WB4916T,83846
2017,Cadillac,XT5 Luxury,Used,"$24,400 ",4.6,198,Dealer,"American Motors, Inc",5,2,20485 Chippendale Ave W Suite 1 Farmington,MN,55024,Great,4.7,4.7,4.6,4.4,4.8,4.6,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNBRS0HZ232142,61882824,59790
2021,Chevrolet,Tahoe High Country,Used,"$76,731 ",4.5,37,Dealer,Lupient KIA Nissan,4.9,2723,7911 Lakeland Ave N Minneapolis,MN,55445,Good,4.6,4.7,4.4,4.3,4.7,4.3,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GNSKTKL8MR422814,LG15272B,24633
2019,Honda,CR-V Touring,Used,"$29,995 ",4.8,540,Dealer,Luther Subaru of White Bear,4.7,5758,3505 Highway 61 Vadnais Heights,MN,55110,Great,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHLRW2H97KX002880,W21534,56243
2017,Lexus,RX 350 F Sport,Used,"$37,011 ",4.7,261,Dealer,White Bear Mitsubishi,4.9,1144,3400 Highway 61 White Bear Lake,MN,55110,Good,4.8,4.7,4.6,4.5,4.7,4.8,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2BZMCA5HC081438,WB4998MA,80776
2019,Mazda,CX-9 Touring,Used,"$35,899 ",5,52,Dealer,Walser Polar Mazda,4.8,723,4095 Hwy 61 N White Bear Lake,MN,55110,Good,5,4.9,4.9,5,5,4.9,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,JM3TCBCYXK0336105,23AH628L,17847
2017,Cadillac,XT5 Luxury,Used,"$22,900 ",4.6,198,Dealer,Metro Auto Sales,4.7,20,9241 Baltimore St. NE Blaine,MN,55449,Great,4.7,4.7,4.6,4.4,4.8,4.6,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNBRS9HZ267505,62128720,68872
2019,BMW,X5 xDrive40i,Used,"$58,242 ",4.7,55,Dealer,Right Buy Auto,4.8,86,9125 Isanti St. NE Blaine,MN,55449,Good,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C55KLL60720,L60720,11227
2018,Ford,Escape SE,Used,"$18,995 ",4.7,578,Dealer,Ace Auto Cars,4.3,6,16302 Jordan Ave Jordan,MN,55352,Great,4.8,4.7,4.7,4.6,4.8,4.8,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD0JUB12351,JUB12351,37229
2017,Toyota,RAV4 Hybrid Limited,Used,"$25,000 ",4.7,117,Private,Kathleen,4.3,6,Minneapolis,MN,55449,NA,4.6,4.6,4.7,4.6,4.7,4.8,All-wheel Drive,34,30,Gas/Electric Hybrid,A/T,194.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,JTMDJREV3HD118949,?,87800
2019,Honda,CR-V Touring,Used,"$30,421 ",4.8,540,Dealer,Rapids Honda,4.6,2739,1950 Gateway Dr NW Coon Rapids,MN,55448,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H90KL023374,P023374,55705
2020,Jeep,Grand Cherokee Limited,Used,"$42,446 ",4.8,150,Dealer,Stillwater Motors,4.7,266,5900 Stillwater Blvd N Stillwater,MN,55082,Good,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG9LC104992,14662P,24344
2021,GMC,Sierra 1500 Denali,Used,"$65,000 ",4.2,43,Dealer,Stillwater Motors,4.7,266,5900 Stillwater Blvd N Stillwater,MN,55082,Good,4.4,4.3,4.1,3.9,4.4,3.9,Four-wheel Drive,16,22,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,3GTU9FET4MG342629,14666P,15279
2021,RAM,1500 Big Horn,Used,"$47,954 ",4.8,92,Dealer,Jeff Belzer's New Prague,4.8,2160,1185 280th St W New Prague,MN,56071,Good,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFFTXMN539177,ND6759A,13975
2018,GMC,Sierra 2500 Denali,Used,"$63,997 ",4.9,37,Dealer,Morrie's Forest Lake Chevrolet,4.7,1221,533 19th Street Southwest Forest Lake,MN,55025,Great,4.9,4.9,5,4.8,4.9,4.8,Four-wheel Drive,0,0,Diesel,Allison 1000 6-Speed Automatic,8 Cylinder Engine,1GT12UEY3JF144385,RZ70015,38420
2019,Jeep,Grand Cherokee Limited,Used,"$34,987 ",4.8,224,Dealer,Northfield Automotive Inc.,4.5,165,1201 Highway 3 South Northfield,MN,55057,Great,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1KC639846,22155A,30947
2018,Ford,Escape SE,Used,"$22,899 ",4.7,578,Dealer,Cornerstone Ford Chrysler,4.7,479,17219 US-10 Elk River,MN,55330,Good,4.8,4.7,4.7,4.6,4.8,4.8,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD8JUB91526,C22151C,58978
2021,GMC,Sierra 1500 Denali,Used,"$62,997 ",4.2,43,Dealer,Morrie's Forest Lake Chevrolet,4.7,1221,533 19th Street Southwest Forest Lake,MN,55025,Great,4.4,4.3,4.1,3.9,4.4,3.9,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,8 Cylinder Engine,3GTU9FEL3MG262237,CPS7297B,17103
2022,Kia,Telluride SX,Used,"$60,997 ",4.8,8,Dealer,Morrie's Forest Lake Chevrolet,4.7,1221,533 19th Street Southwest Forest Lake,MN,55025,Good,5,5,4.6,4.8,4.9,4.4,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,V6 Cylinder Engine,5XYP5DHCXNG238414,RZ70016,10671
2017,Cadillac,XT5 Luxury,Used,"$24,497 ",4.6,198,Dealer,Morrie's Forest Lake Chevrolet,4.7,1221,533 19th Street Southwest Forest Lake,MN,55025,Great,4.7,4.7,4.6,4.4,4.8,4.6,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,V6 Cylinder Engine,1GYKNBRS8HZ228954,LP7114S,85658
