Year,Make,Model,Used_or_New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock,Mileage
2019,Lincoln,Nautilus Reserve,Used,42999,4.7,100,Dealer,Apple Ford Lincoln Apple Valley,4.7,1608,7200 150th St W Apple Valley,MN,55124,Good,4.9,4.6,4.6,4.4,4.9,4.7,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8L98KBL21595,A5344A,18901
2019,Mazda,CX-5 Grand Touring,Used,30977,4.8,230,Dealer,Morrie's Minnetonka Subaru,4.8,2163,12520 Wayzata Blvd Minnetonka,MN,55305,Good,4.8,4.8,4.8,4.8,4.9,4.8,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,4 Cylinder Engine,JM3KFBDM1K1544253,1P14652,30331
2019,BMW,X3 xDrive30i,BMW Certified,42980,4.7,100,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C53KLR06948,B11830A,16150
2018,BMW,430 Gran Coupe i xDrive,Used,33580,4.9,24,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Fair,5.0,4.9,4.9,4.8,4.9,5.0,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C53JBL04238,P58105,35815
2021,BMW,330 i xDrive,Used,44980,4.9,11,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J00M8B85193,SB58087,15106
2021,BMW,330 i xDrive,Used,42980,4.9,11,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Great,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J06M8B86915,SB58089,15866
2021,BMW,540 i xDrive,Used,59980,4.9,3,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,5.0,5.0,5.0,4.7,5.0,4.7,All-wheel Drive,23,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA73BJ02MWX35823,SB58103,15552
2021,Volkswagen,Atlas 3.6 V6 SEL Premium,Used,47499,4.8,42,Dealer,Lexus of Wayzata,4.8,1884,16100 Wayzata Blvd Wayzata,MN,55391,Great,4.9,4.7,4.8,4.9,4.9,4.9,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CA9MC525726,L210862A,10638
2020,Ford,F-150 Lariat,Used,53998,4.8,219,Dealer,Midway Ford,4.2,181,2777 Snelling Ave N Roseville,MN,55113,Good,4.9,4.8,4.8,4.7,4.8,4.8,Four-wheel Drive,18,23,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EPXLFB44740,22TR153,22825
2019,BMW,X7 xDrive40i,Used,72980,4.1,22,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Fair,4.5,4.6,4.0,3.4,4.5,3.5,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C55KL086503,B9727A,27497
2018,Ford,Explorer XLT,Used,26972,4.8,265,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,16,22,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K8D82JGB98826,C207768S,37145
2018,Subaru,Crosstrek 2.0i Premium,Used,20754,4.8,344,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.6,4.8,4.9,4.9,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTABC7JH301565,C207785S,41179
2015,Subaru,Legacy 2.5i Premium,Used,14975,4.6,108,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Good,4.6,4.5,4.4,4.7,4.5,4.7,All-wheel Drive,26,36,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S3BNBC67F3025703,C207717S,87876
2020,RAM,1500 Laramie,Used,47599,4.8,202,Dealer,Fury Motors Saint Paul,4.5,398,1000 Concord St S South St Paul,MN,55075,Good,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT8LN119164,Z13375,32050
2019,Audi,Q8 3.0T Premium,Used,65500,4.8,27,Dealer,Audi St. Paul,4.8,885,2450 Maplewood Dr Maplewood,MN,55109,Fair,4.9,4.8,4.8,4.6,5.0,4.9,All-wheel Drive,17,22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1BVAF11KD031893,P100824,31115
2019,Audi,Q8 3.0T Premium,Used,60259,4.8,27,Dealer,Audi St. Paul,4.8,885,2450 Maplewood Dr Maplewood,MN,55109,Fair,4.9,4.8,4.8,4.6,5.0,4.9,All-wheel Drive,17,22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1BVAF17KD036578,P100827,45381
2019,Honda,Passport EX-L,Honda Certified,34795,4.7,103,Dealer,Luther Brookdale Honda,4.6,6191,6800 Brooklyn Blvd Minneapolis,MN,55429,Great,4.8,4.7,4.7,4.6,4.7,4.8,All-wheel Drive,19,24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H55KB012763,R220493A,36119
2017,Honda,Accord LX,Used,18997,4.8,572,Dealer,Lexdan Automotive,4.7,229,2610 US-61 Maplewood,MN,55109,Great,4.8,4.8,4.8,4.8,4.8,4.9,Front-wheel Drive,27,36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F33HA160980,L7759,72887
2020,Jeep,Grand Cherokee Limited,Used,44282,4.8,150,Dealer,Brookdale Chrysler Jeep Dodge RAM,4.8,3428,8188 Brooklyn Blvd Minneapolis,MN,55445,Good,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG6LC298641,P91682,23628
2020,Jeep,Grand Cherokee High Altitude,Used,45598,4.8,150,Dealer,Brookdale Chrysler Jeep Dodge RAM,4.8,3428,8188 Brooklyn Blvd Minneapolis,MN,55445,Good,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFCG8LC416686,69587A,33008
2020,Jeep,Grand Cherokee High Altitude,Used,42497,4.8,150,Dealer,Brookdale Chrysler Jeep Dodge RAM,4.8,3428,8188 Brooklyn Blvd Minneapolis,MN,55445,Good,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4RJFCT7LC136318,W91697A,81739
2019,Audi,Q8 3.0T Premium,Used,63990,4.8,27,Dealer,Porsche St. Paul,4.9,147,2490 W Maplewood Dr Maplewood,MN,55109,Fair,4.9,4.8,4.8,4.6,5.0,4.9,All-wheel Drive,17,22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1BVAF15KD034294,P109766A,33613
2021,Mercedes-Benz,C-Class C 300 4MATIC,Mercedes-Benz Certified,44495,5.0,4,Dealer,Morrie's Mercedes Benz of St. Paul,4.7,259,2780 US-61 Maplewood,MN,55109,Great,5.0,4.8,5.0,5.0,5.0,5.0,All-wheel Drive,23,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KWF8EB5MR638334,8P11840,15337
2021,Mercedes-Benz,C-Class C 300 4MATIC,Mercedes-Benz Certified,44987,5.0,4,Dealer,Morrie's Mercedes Benz of St. Paul,4.7,259,2780 US-61 Maplewood,MN,55109,Good,5.0,4.8,5.0,5.0,5.0,5.0,All-wheel Drive,23,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KWF8EB0MR622977,8P11839,14844
2022,Hyundai,Kona SEL,Used,26150,4.1,8,Dealer,Walser Hyundai,4.9,1691,8100 Lakeland Ave N Brooklyn Park,MN,55445,Great,3.9,4.0,4.0,4.1,4.4,4.1,All-wheel Drive,28,33,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,KM8K6CAB4NU836561,9AJ872N,7306
2022,Hyundai,Kona SEL,Used,25355,4.1,8,Dealer,Walser Hyundai,4.9,1691,8100 Lakeland Ave N Brooklyn Park,MN,55445,Good,3.9,4.0,4.0,4.1,4.4,4.1,All-wheel Drive,28,33,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,KM8K6CABXNU758321,9AI314N,4012
2021,BMW,330 i xDrive,Used,39786,4.9,11,Dealer,Jeff Belzer's Lakeville,4.8,6622,21111 Cedar Ave Lakeville,MN,55044,Great,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J05M8B85805,D237785A,16938
2019,Nissan,Murano SL,Nissan Certified,32495,4.9,96,Dealer,Lupient KIA Nissan,4.9,2750,7911 Lakeland Ave N Minneapolis,MN,55445,Great,5.0,4.9,4.8,4.8,4.9,4.8,All-wheel Drive,20,28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2MS5KN112876,LN75313,31905
2019,Chevrolet,Silverado 1500 High Country,Chevrolet Certified,50559,4.3,246,Dealer,Jeff Belzer's Lakeville,4.8,6622,21111 Cedar Ave Lakeville,MN,55044,Good,4.4,4.2,4.3,4.0,4.6,4.2,Four-wheel Drive,16,22,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,1GCUYHED4KZ152351,C232536H,42299
2020,RAM,1500 Laramie,Used,50988,4.8,202,Dealer,Barnett Chrysler Jeep Kia,4.0,207,3610 North Highway 61 White Bear Lake,MN,55110,Good,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT3LN321975,7207005,47736
2018,Chrysler,Pacifica Touring-L Plus,Used,26995,4.7,227,Dealer,Ace Auto Cars,4.3,6,16302 Jordan Ave Jordan,MN,55352,Great,4.8,4.8,4.7,4.5,4.8,4.6,Front-wheel Drive,19,28,E85 Flex Fuel,9-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,2C4RC1EG1JR227490,JR227490,45793
2020,Ford,Edge Titanium,Ford Certified,35995,4.9,141,Dealer,Luther North Country Ford Lincoln,4.8,3980,10401 Woodcrest Dr NW Minneapolis,MN,55433,Great,4.9,4.9,4.9,4.8,4.9,4.9,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K96LBA45664,224137B,38442
2019,Lincoln,Nautilus Reserve,Used,35621,4.7,100,Dealer,Rapids Honda,4.6,2740,1950 Gateway Dr NW Coon Rapids,MN,55448,Great,4.9,4.6,4.6,4.4,4.9,4.7,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8L99KBL31598,PL31598,44541
2019,Chevrolet,Silverado 1500 High Country,Used,49999,4.3,246,Dealer,Miller Chevrolet,4.8,549,21150 John Milless Dr Rogers,MN,55374,Great,4.4,4.2,4.3,4.0,4.6,4.2,Four-wheel Drive,16,22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GCUYHEL5KZ227680,T8222A,57849
2019,BMW,X5 xDrive40i,Used,50888,4.7,55,Dealer,Waconia Dodge Chrysler Jeep RAM,4.6,361,905 Strong Dr. Waconia,MN,55387,Fair,5.0,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C51KLL12342,19997A,41100
2020,GMC,Sierra 1500 Elevation,Used,47397,4.8,66,Dealer,Morrie's Forest Lake Chevrolet,4.7,1226,533 19th Street Southwest Forest Lake,MN,55025,Great,4.9,4.8,4.8,4.7,4.9,4.7,Four-wheel Drive,16,22,Gasoline,10-Speed Automatic,8 Cylinder Engine,1GTU9CED4LZ217961,RZ70027,18369
2019,Honda,CR-V EX,Used,31299,4.8,540,Dealer,Cornerstone Kia,4.8,82,17094 Vance St Elk River,MN,55330,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H57KL030349,K45156C,14762
2019,Cadillac,XT4 Sport,Used,39387,4.2,107,Dealer,Morrie's Forest Lake Chevrolet,4.7,1226,533 19th Street Southwest Forest Lake,MN,55025,Great,4.5,4.5,4.0,3.8,4.7,3.8,All-wheel Drive,22,29,Gasoline,9-Speed Automatic,4 Cylinder Engine,1GYFZFR44KF225055,RZ70050,16968
2021,Jeep,Grand Cherokee Summit,Used,52990,4.7,59,Dealer,Morrie's Forest Lake Chrysler Dodge Jeep RAM,5.0,1,321 19th Street Southwest Forest Lake,MN,55025,Good,4.7,4.7,4.7,4.5,4.7,4.7,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4RJFJT3MC686524,CP17542,23089
2021,Jeep,Grand Cherokee Summit,Used,51990,4.7,59,Dealer,Morrie's Forest Lake Chrysler Dodge Jeep RAM,5.0,1,321 19th Street Southwest Forest Lake,MN,55025,Fair,4.7,4.7,4.7,4.5,4.7,4.7,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFJG9MC599746,DZ20021,16835
2020,GMC,Sierra 1500 Denali,Used,59397,4.8,66,Dealer,Morrie's Forest Lake Chevrolet,4.7,1226,533 19th Street Southwest Forest Lake,MN,55025,Great,4.9,4.8,4.8,4.7,4.9,4.7,Four-wheel Drive,15,20,Gasoline,10-Speed Automatic,8 Cylinder Engine,1GTU9FEL2LZ355474,RZ70073,17559
2019,Lexus,RX 450h 450H,Used,48977,4.8,20,Dealer,Ryan Auto Mall GM,4.9,5623,911 E. Hwy 55 Box 513 Buffalo,MN,55313,Good,4.7,4.8,4.8,4.6,4.8,4.8,All-wheel Drive,31,28,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,2T2BGMCA3KC035104,4995ZP,34141
2021,GMC,Yukon Denali,Used,82899,4.0,24,Dealer,Cornerstone Chevrolet,4.6,160,1005 Hwy 25 South Monticello,MN,55362,Fair,4.3,4.5,4.2,3.4,4.7,3.5,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2DKL2MR107641,AX4647,28150
2020,Jeep,Grand Cherokee Limited,Used,38947,4.8,150,Dealer,Harry Browns Family Automotive,4.9,838,1747 Grant St NW Faribault,MN,55021,Great,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG9LC122084,16564,16975
2018,Dodge,Durango GT,Used,35990,4.8,146,Dealer,"A. M. Maus and Son, Inc.",4.9,202,21 Maus Drive Kimball,MN,55353,Great,4.9,4.8,4.9,4.5,4.9,4.8,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJDG1JC372195,C372195,45349
2018,Ford,Explorer XLT,Used,30991,4.8,265,Dealer,Your MTH,4.7,290,1805 Highway 23 East St Cloud,MN,56304,Good,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,16,22,Gasoline,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FM5K8DH3JGC55034,HA20291,54250
2020,RAM,1500 Laramie,Used,43749,4.8,202,Dealer,"McKay's Chrysler, Jeep, Dodge, RAM",4.5,144,2020 Division Street Waite Park,MN,56387,Great,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFDT5LN220111,P220111,14316
2017,Volkswagen,Tiguan Limited 2.0T,Used,22100,4.7,23,Dealer,Rochester Mazda,4.7,57,2955 48th St NW Rochester,MN,55901,Fair,4.8,4.5,4.8,4.7,4.7,4.8,All-wheel Drive,20,24,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVGBV7AX6HK054025,ZT5140,12708
